"Season","Name","Team","G","AB","PA","H","R","RBI","HR","BB","SO","IBB","AVG","OBP","SLG","OPS","wRC+","WAR","OBP+","TTO%","playerid"
"2001","Melvin Mora","Orioles","128","436","503","109","49","48","7","41","91","2",".250",".329",".362",".692","88","1.8","99","27.6 %","157"
"2010","Miguel Tejada","- - -","156","636","681","171","71","71","15","30","67","3",".269",".312",".381",".692","88","0.8","95","16.5 %","941"
"2004","Jay Payton","Padres","143","458","511","119","57","55","8","43","56","2",".260",".326",".367",".693","88","1.7","96","20.9 %","890"
"2010","Ian Desmond","Nationals","154","525","574","141","59","65","10","28","109","3",".269",".308",".392",".700","86","0.7","93","25.6 %","6885"
"1995","Ray Durham","White Sox","125","471","517","121","68","51","7","31","83","2",".257",".309",".384",".693","82","-1.4","90","23.4 %","230"
"2003","Roger Cedeno","Mets","148","484","527","129","70","37","7","38","86","3",".267",".320",".378",".698","84","-0.4","94","24.9 %","869"
"2014","Leonys Martin","Rangers","155","533","583","146","68","40","7","39","114","3",".274",".325",".364",".689","91","3.6","103","27.4 %","11846"
"2018","Brandon Crawford","Giants","151","531","594","135","63","54","14","50","122","13",".254",".325",".394",".719","93","1.9","99","31.3 %","5343"
"2005","Alex Rios","Blue Jays","146","481","519","126","71","59","10","28","101","1",".262",".306",".397",".703","82","0.9","93","26.8 %","2090"
"1998","Royce Clayton","- - -","142","541","608","136","89","53","9","53","83","1",".251",".319",".366",".685","79","1.4","94","23.9 %","226"
"2014","Ryan Howard","Phillies","153","569","648","127","65","95","23","67","190","7",".223",".310",".380",".690","94","-0.2","97","43.2 %","2154"
"2003","Alex Gonzalez","Cubs","152","536","601","122","71","59","20","47","123","1",".228",".295",".409",".704","81","1.6","87","31.6 %","281"
"2010","Jorge Cantu","- - -","127","472","515","121","50","56","11","29","95","1",".256",".304",".392",".695","83","-0.5","92","26.2 %","2521"
"2009","Melvin Upton Jr.","Rays","144","560","626","135","79","55","11","57","152","0",".241",".313",".373",".686","85","2.4","93","35.1 %","5015"
"2014","Brian McCann","Yankees","140","495","538","115","57","75","23","32","77","1",".232",".286",".406",".692","94","3.8","90","24.5 %","4810"
"2009","Garret Anderson","Braves","135","496","534","133","52","61","13","27","73","2",".268",".303",".401",".705","83","-1.1","90","21.2 %","2"
"2007","Pedro Feliz","Giants","150","557","590","141","61","72","20","29","70","2",".253",".290",".418",".708","79","2.3","85","20.2 %","1112"
"2011","Angel Pagan","Mets","123","478","532","125","68","56","7","44","62","4",".262",".322",".372",".694","93","0.9","99","21.2 %","2918"
"2011","Omar Infante","Marlins","148","579","640","160","55","49","7","34","67","1",".276",".315",".382",".696","89","2.2","96","16.9 %","1609"
"2015","Brett Lawrie","Athletics","149","562","602","146","64","60","16","28","144","1",".260",".299",".407",".706","94","0.9","94","31.2 %","5247"
"2002","Darin Erstad","Angels","150","625","663","177","99","73","10","27","67","4",".283",".313",".389",".702","84","3.6","94","15.7 %","11"
"2017","Tommy Joseph","Phillies","142","495","533","119","51","69","22","33","129","1",".240",".289",".432",".721","85","-1.0","87","34.5 %","10349"
"2004","Juan Encarnacion","- - -","135","484","532","114","63","62","16","38","86","2",".236",".299",".405",".704","84","1.2","88","26.3 %","320"
"2011","Austin Jackson","Tigers","153","591","668","147","90","45","10","56","181","3",".249",".317",".374",".690","87","2.5","98","37.0 %","9848"
"2012","Mike Moustakas","Royals","149","563","614","136","69","73","20","39","124","4",".242",".296",".412",".708","90","3.2","92","29.8 %","4892"
"1997","Mark Grudzielanek","Expos","156","649","688","177","76","51","4","23","76","0",".273",".307",".384",".690","79","1.6","90","15.0 %","653"
"2005","Bernie Williams","Yankees","141","485","546","121","53","64","12","53","75","1",".249",".321",".367",".688","85","-2.3","97","25.6 %","857"
"2012","Delmon Young","Tigers","151","574","608","153","54","74","18","20","112","1",".267",".296",".411",".707","89","-1.1","92","24.7 %","2140"
"1996","Royce Clayton","Cardinals","129","491","531","136","64","35","6","33","89","4",".277",".321",".371",".692","82","1.9","95","24.1 %","226"
"2003","Adrian Beltre","Dodgers","158","559","608","134","50","80","23","37","103","4",".240",".290",".424",".714","86","3.2","85","26.8 %","639"
"2014","Dustin Ackley","Mariners","143","502","542","123","64","65","14","32","90","1",".245",".293",".398",".692","98","1.3","93","25.1 %","10099"
"2011","Cliff Pennington","Athletics","148","515","570","136","57","58","8","42","104","1",".264",".319",".369",".687","92","1.3","99","27.0 %","3395"
"2009","Cristian Guzman","Nationals","135","531","555","151","74","52","6","16","75","0",".284",".306",".390",".696","82","0.8","90","17.5 %","728"
"1995","Mike Bordick","Athletics","126","428","478","113","46","44","8","35","48","2",".264",".325",".350",".675","81","2.1","94","19.0 %","129"
"2003","Desi Relaford","Royals","141","500","557","127","70","59","8","40","70","1",".254",".315",".376",".691","77","0.0","94","21.2 %","1096"
"2018","Brett Gardner","Yankees","140","530","609","125","95","45","12","65","107","0",".236",".322",".368",".690","90","2.5","101","30.2 %","9927"
"2011","Coco Crisp","Athletics","136","531","583","140","69","54","8","41","65","2",".264",".314",".379",".693","92","2.0","97","19.6 %","1572"
"2016","Stephen Vogt","Athletics","137","490","532","123","54","56","14","35","83","3",".251",".305",".406",".711","91","0.5","95","24.8 %","5000"
"1995","Mark Lemke","Braves","116","399","453","101","42","38","5","44","40","4",".253",".325",".356",".681","79","1.7","96","19.7 %","1007516"
"2015","Austin Jackson","- - -","136","491","527","131","56","48","9","29","126","0",".267",".311",".385",".696","94","1.8","97","31.1 %","9848"
"2006","Scott Podsednik","White Sox","139","524","592","137","86","45","3","54","96","1",".261",".330",".353",".684","76","0.3","97","25.8 %","1095"
"1996","Alex Gonzalez","Blue Jays","147","527","587","124","64","64","14","45","127","0",".235",".300",".391",".691","74","2.2","86","31.7 %","281"
"2003","Bobby Higginson","Tigers","130","469","539","110","61","52","14","59","73","3",".235",".320",".369",".689","86","-0.2","96","27.1 %","469"
"2001","Neifi Perez","- - -","136","581","623","162","83","59","8","26","68","1",".279",".309",".396",".705","66","1.2","91","16.4 %","620"
"2018","Alex Gordon","Royals","141","506","568","124","56","54","13","50","124","4",".245",".324",".370",".694","89","1.7","102","32.9 %","5209"
"2015","Gregory Polanco","Pirates","153","593","652","152","83","52","9","55","121","6",".256",".320",".381",".701","92","2.2","99","28.4 %","12907"
"2004","Tony Batista","Expos","157","606","650","146","76","110","32","26","78","4",".241",".272",".455",".728","76","-0.3","80","20.9 %","124"
"2005","Jason Kendall","Athletics","150","601","676","163","70","53","0","50","39","0",".271",".345",".321",".666","86","1.8","104","13.2 %","993"
"2013","Nick Markakis","Orioles","160","634","700","172","89","59","10","55","76","3",".271",".329",".356",".685","87","0.6","102","20.1 %","5930"
"2001","Johnny Damon","Athletics","155","644","719","165","108","49","9","61","70","1",".256",".324",".363",".687","85","1.9","97","19.5 %","185"
"2014","Ben Revere","Phillies","151","601","626","184","71","28","2","13","49","1",".306",".325",".361",".686","93","1.8","101","10.2 %","4712"
"2018","Salvador Perez","Royals","129","510","544","120","52","80","27","17","108","0",".235",".274",".439",".713","89","0.6","86","27.9 %","7304"
"1999","Mark Kotsay","Marlins","148","495","535","134","57","50","8","29","50","5",".271",".306",".402",".708","76","0.8","87","16.3 %","1042"
"2013","Alexei Ramirez","White Sox","158","637","674","181","68","48","6","26","68","2",".284",".313",".380",".693","88","2.8","98","14.8 %","5133"
"1998","Ron Coomer","Twins","137","529","555","146","54","72","15","18","72","1",".276",".295",".406",".702","75","-0.5","87","18.9 %","816"
"2015","Torii Hunter","Twins","139","521","567","125","67","81","22","35","105","1",".240",".293",".409",".702","89","0.7","92","28.6 %","731"
"2015","Anthony Gose","Tigers","140","485","535","123","73","26","5","45","145","0",".254",".321",".367",".688","89","0.6","101","36.5 %","5097"
"2009","Pedro Feliz","Phillies","158","580","625","154","62","82","12","35","68","3",".266",".308",".386",".694","80","1.3","91","18.4 %","1112"
"2003","Roberto Alomar","- - -","140","516","598","133","76","39","5","59","77","3",".258",".333",".349",".682","81","0.3","99","23.6 %","860"
"1995","Mike Lansing","Expos","127","467","502","119","47","62","10","28","65","2",".255",".299",".392",".691","78","1.8","88","20.5 %","1007334"
"2010","Jason Bartlett","Rays","135","468","532","119","71","47","4","45","83","1",".254",".324",".350",".675","91","1.3","99","24.8 %","8219"
"2018","Brian Dozier","- - -","151","553","632","119","81","72","21","70","129","1",".215",".305",".391",".696","90","0.8","95","34.8 %","9810"
"2001","Darin Erstad","Angels","157","631","716","163","89","63","9","62","113","7",".258",".331",".360",".691","83","2.5","99","25.7 %","11"
"2004","Angel Berroa","Royals","134","512","554","134","72","43","8","23","87","0",".262",".308",".385",".693","75","-0.3","91","21.3 %","591"
"2002","Juan Pierre","Rockies","152","592","640","170","90","35","1","31","52","0",".287",".332",".343",".675","64","1.8","98","13.1 %","443"
"2015","Addison Russell","Cubs","142","475","523","115","60","54","13","42","149","2",".242",".307",".389",".696","90","2.6","95","39.0 %","14106"
"2011","Delmon Young","- - -","124","473","503","127","54","64","12","23","85","2",".268",".302",".393",".695","87","-0.4","93","23.9 %","2140"
"2015","Wilmer Flores","Mets","137","483","510","127","55","59","16","19","63","2",".263",".295",".408",".703","95","1.7","91","19.2 %","5827"
"2004","David Eckstein","Angels","142","566","637","156","92","35","2","42","49","1",".276",".339",".332",".671","83","1.9","100","14.6 %","10"
"1996","Marvin Benard","Giants","135","488","558","121","89","27","5","59","84","2",".248",".333",".330",".663","83","1.5","98","26.5 %","1382"
"2000","Tony Womack","Diamondbacks","146","617","659","167","95","57","7","30","74","0",".271",".307",".384",".692","70","0.0","88","16.8 %","78"
"2016","Jordy Mercer","Pirates","149","519","584","133","66","59","11","51","83","8",".256",".328",".374",".701","88","1.4","99","24.8 %","6547"
"2016","Howie Kendrick","Dodgers","146","487","543","124","65","40","8","50","96","2",".255",".326",".366",".691","90","0.8","99","28.4 %","4229"
"2014","Salvador Perez","Royals","150","578","606","150","57","70","17","22","85","2",".260",".289",".403",".692","91","1.9","91","20.5 %","7304"
"2011","Placido Polanco","Phillies","122","469","523","130","46","50","5","42","44","0",".277",".335",".339",".674","88","2.2","103","17.4 %","1176"
"2004","Endy Chavez","Expos","132","502","547","139","65","34","5","30","40","0",".277",".318",".371",".688","76","0.6","93","13.7 %","768"
"2007","Brandon Inge","Tigers","151","508","577","120","64","71","14","47","150","5",".236",".312",".376",".688","79","1.7","92","36.6 %","470"
"1997","Jose Vizcaino","Giants","151","568","630","151","77","50","5","48","87","1",".266",".323",".350",".673","82","2.1","94","22.2 %","577"
"2013","Andrelton Simmons","Braves","157","606","658","150","76","59","17","40","55","1",".248",".296",".396",".692","91","3.5","92","17.0 %","10847"
"2017","Hunter Pence","Giants","134","493","539","128","55","67","13","40","102","1",".260",".315",".385",".701","86","0.7","95","28.8 %","8252"
"2001","Tony Batista","- - -","156","579","622","138","70","87","25","32","113","1",".238",".280",".435",".715","83","1.9","84","27.3 %","124"
"2005","Scott Hatteberg","Athletics","134","464","523","119","52","59","7","51","54","4",".256",".334",".343",".677","85","-0.9","101","21.4 %","916"
"1996","Tom Goodwin","Royals","143","524","587","148","80","35","1","39","79","0",".282",".334",".330",".664","71","-0.5","95","20.3 %","1114"
"2009","Aubrey Huff","- - -","150","536","597","129","59","85","15","51","87","7",".241",".310",".384",".694","77","-2.0","92","25.6 %","1213"
"2013","Dan Uggla","Braves","136","448","537","80","60","55","22","77","171","2",".179",".309",".362",".671","91","0.5","96","50.3 %","3442"
"2015","Didi Gregorius","Yankees","155","525","578","139","57","56","9","33","85","0",".265",".318",".370",".688","89","3.1","100","22.0 %","6012"
"2008","Daric Barton","Athletics","140","446","523","101","59","47","9","65","99","5",".226",".327",".348",".674","84","0.7","97","33.1 %","5928"
"1997","Scott Spiezio","Athletics","147","538","590","131","58","65","14","44","75","2",".243",".300",".388",".688","79","1.4","88","22.5 %","37"
"2016","Alex Gordon","Royals","128","445","506","98","62","40","17","52","148","3",".220",".312",".380",".692","86","0.6","97","42.9 %","5209"
"2011","John Buck","Marlins","140","466","530","106","41","57","16","54","115","7",".227",".316",".367",".683","87","0.3","97","34.9 %","2041"
"2005","Juan Pierre","Marlins","162","656","719","181","96","47","2","41","45","1",".276",".326",".354",".680","83","1.6","96","12.2 %","443"
"2014","J.J. Hardy","Orioles","141","529","569","142","56","52","9","29","104","1",".268",".309",".372",".682","90","3.0","98","25.0 %","3797"
"2003","Luis Rivas","Twins","135","475","521","123","69","43","8","30","65","0",".259",".308",".381",".689","80","-0.4","92","19.8 %","753"
"2000","Adam Kennedy","Angels","156","598","641","159","82","72","9","28","73","5",".266",".300",".403",".703","72","0.5","86","17.2 %","19"
"2011","Colby Rasmus","- - -","129","471","526","106","75","53","14","50","116","2",".225",".298",".391",".688","90","0.5","91","34.2 %","9893"
"2011","Robert Andino","Orioles","139","457","511","120","63","36","5","41","83","0",".263",".327",".344",".670","84","1.5","101","25.2 %","4900"
"2011","Martin Prado","Braves","129","551","590","143","66","57","13","34","52","1",".260",".302",".385",".687","89","1.2","93","16.8 %","3312"
"2017","Kevin Pillar","Blue Jays","154","587","632","150","72","42","16","33","95","0",".256",".300",".404",".704","86","2.0","93","22.8 %","12434"
"1998","Ricky Gutierrez","Astros","141","491","561","128","55","46","2","54","84","5",".261",".337",".334",".671","84","-0.4","99","25.0 %","387"
"2013","Matt Wieters","Orioles","148","523","579","123","59","79","22","43","104","5",".235",".287",".417",".704","86","1.7","89","29.2 %","4298"
"2002","Michael Young","Rangers","156","573","633","150","77","62","9","41","112","1",".262",".308",".382",".690","76","1.0","93","25.6 %","1286"
"2010","Yuniesky Betancourt","Royals","151","556","588","144","60","78","16","23","64","1",".259",".288",".405",".692","84","0.6","88","17.5 %","8585"
"2006","Jack Wilson","Pirates","142","543","594","148","70","35","8","33","65","0",".273",".316",".370",".686","79","0.4","92","17.9 %","1017"
"2011","Kurt Suzuki","Athletics","134","460","515","109","54","44","14","38","64","1",".237",".301",".385",".686","90","1.0","93","22.5 %","8259"
"2006","Willy Taveras","Astros","149","529","587","147","83","30","1","34","88","0",".278",".333",".338",".672","77","3.3","97","21.0 %","1876"
"2007","Corey Patterson","Orioles","132","461","503","124","65","45","8","21","65","1",".269",".304",".386",".690","79","1.3","90","18.7 %","300"
"1995","Jeff Blauser","Braves","115","431","504","91","60","31","12","57","107","2",".211",".319",".341",".660","77","1.0","94","34.9 %","1001062"
"2007","Ryan Theriot","Cubs","148","537","597","143","80","45","3","49","50","1",".266",".326",".346",".672","73","0.9","95","17.1 %","3811"
"2010","A.J. Pierzynski","White Sox","128","474","503","128","43","56","9","15","39","2",".270",".300",".388",".688","80","0.4","91","12.5 %","746"
"2010","Juan Pierre","White Sox","160","651","734","179","96","47","1","45","47","0",".275",".341",".316",".657","80","2.7","104","12.7 %","443"
"2000","Peter Bergeron","Expos","148","518","592","127","80","31","5","58","100","0",".245",".320",".349",".669","72","-1.5","91","27.5 %","763"
"2004","Eric Hinske","Blue Jays","155","570","634","140","66","69","15","54","109","2",".246",".312",".375",".688","76","0.2","92","28.1 %","1305"
"2009","Alex Rios","- - -","149","582","633","144","63","71","17","37","107","1",".247",".296",".395",".691","77","0.0","88","25.4 %","2090"
"2008","Yuniesky Betancourt","Mariners","153","559","590","156","66","51","7","17","42","0",".279",".300",".392",".691","84","0.1","89","11.2 %","8585"
"2011","Carl Crawford","Red Sox","130","506","539","129","65","56","11","23","104","1",".255",".289",".405",".694","83","0.0","89","25.6 %","1201"
"2018","Kevin Pillar","Blue Jays","142","512","542","129","65","59","15","18","98","0",".252",".282",".426",".708","89","2.0","89","24.2 %","12434"
"1997","Edgar Renteria","Marlins","154","617","691","171","90","52","4","45","108","1",".277",".327",".340",".668","81","1.0","96","22.7 %","1178"
"2002","Fernando Vina","Cardinals","150","622","692","168","75","54","1","44","36","2",".270",".333",".338",".670","82","0.5","98","11.7 %","1189"
"2002","Tony Womack","Diamondbacks","153","590","652","160","90","57","5","46","80","2",".271",".325",".353",".678","75","0.7","96","20.1 %","78"
"2018","Jon Jay","- - -","143","527","586","141","74","40","3","33","95","0",".268",".330",".347",".678","86","0.8","102","22.4 %","5227"
"1999","Darin Erstad","Angels","142","585","638","148","84","53","13","47","101","3",".253",".308",".374",".683","70","2.0","89","25.2 %","11"
"1997","Otis Nixon","- - -","145","576","655","153","84","44","2","65","78","0",".266",".337",".318",".655","78","0.5","99","22.1 %","1009608"
"2017","Brandon Crawford","Giants","144","518","570","131","58","77","14","42","113","3",".253",".305",".403",".709","85","2.1","92","29.7 %","5343"
"1998","Tony Womack","Pirates","159","655","704","185","85","45","3","38","94","1",".282",".319",".357",".677","77","0.7","94","19.2 %","78"
"2010","Yunel Escobar","- - -","135","497","567","127","60","35","4","56","57","1",".256",".337",".318",".655","83","1.7","102","20.6 %","4191"
"1996","Ruben Sierra","- - -","142","518","587","128","61","72","12","60","83","12",".247",".320",".375",".695","73","-1.3","91","26.4 %","1099"
"2001","Joe Randa","Royals","151","581","636","147","59","83","13","42","80","2",".253",".307",".386",".693","74","0.6","92","21.2 %","623"
"2000","Royce Clayton","Rangers","148","513","573","124","70","54","14","42","92","1",".242",".301",".384",".685","67","-0.9","86","25.8 %","226"
"2013","Matt Dominguez","Astros","152","543","589","131","56","77","21","30","96","1",".241",".286",".403",".690","87","0.8","89","25.0 %","4903"
"2005","Jeremy Reed","Mariners","141","488","544","124","61","45","3","48","74","1",".254",".322",".352",".675","85","2.5","97","23.0 %","4730"
"1998","Marquis Grissom","Brewers","142","542","572","147","57","60","10","24","78","2",".271",".304",".382",".685","78","0.9","89","19.6 %","652"
"2001","Luis Rivas","Twins","153","563","619","150","70","47","7","40","99","0",".266",".319",".362",".682","79","-0.6","96","23.6 %","753"
"2003","Gary Matthews Jr.","- - -","144","468","513","116","71","42","6","43","95","0",".248",".314",".361",".675","84","1.6","93","28.1 %","153"
"2012","Jhonny Peralta","Tigers","150","531","585","127","58","63","13","49","105","3",".239",".305",".384",".689","86","2.0","95","28.6 %","1738"
"2014","Dayan Viciedo","White Sox","145","523","563","121","65","58","21","32","122","3",".231",".281",".405",".686","90","-0.9","89","31.1 %","3917"
"2002","Jimmy Rollins","Phillies","154","637","705","156","82","60","11","54","103","3",".245",".306",".380",".686","81","1.5","90","23.8 %","971"
"2016","Josh Harrison","Pirates","131","487","522","138","57","59","4","18","76","0",".283",".311",".388",".699","86","1.1","94","18.8 %","8202"
"2010","Skip Schumaker","Cardinals","137","476","529","126","66","42","5","43","64","2",".265",".328",".338",".667","85","-0.7","99","21.2 %","3704"
"2001","Adam Kennedy","Angels","137","478","532","129","48","40","6","27","71","3",".270",".318",".372",".690","81","1.3","95","19.6 %","19"
"2002","Jeromy Burnitz","Mets","154","479","550","103","65","54","19","58","135","5",".215",".311",".365",".677","83","0.7","92","38.6 %","867"
"2013","Michael Bourn","Indians","130","525","575","138","75","50","6","40","132","0",".263",".316",".360",".676","88","1.7","98","31.0 %","6387"
"2004","Orlando Cabrera","- - -","161","618","673","163","74","62","10","39","54","0",".264",".306",".383",".689","74","0.0","90","15.3 %","766"
"2015","Jose Reyes","- - -","116","481","519","132","57","53","7","26","62","0",".274",".310",".378",".688","81","0.7","97","18.3 %","1736"
"2001","Alex Gonzalez","Blue Jays","154","636","703","161","79","76","17","43","149","0",".253",".303",".388",".692","78","2.1","91","29.7 %","281"
"1996","Pat Meares","Twins","152","517","554","138","66","67","8","17","90","1",".267",".298",".391",".689","70","0.6","85","20.8 %","1008712"
"2003","Alex Sanchez","- - -","144","557","599","160","58","32","1","25","74","0",".287",".319",".363",".681","81","-0.6","95","16.7 %","708"
"2007","Stephen Drew","Diamondbacks","150","543","619","129","60","60","12","60","100","5",".238",".313",".370",".683","70","-0.6","91","27.8 %","4251"
"2015","Salvador Perez","Royals","142","531","553","138","52","70","21","13","82","4",".260",".280",".426",".706","87","0.9","88","21.0 %","7304"
"2014","Jed Lowrie","Athletics","136","502","566","125","59","50","6","51","79","5",".249",".321",".355",".676","95","1.7","101","24.0 %","4418"
"2004","Cristian Guzman","Twins","145","576","624","158","84","46","8","30","64","4",".274",".309",".384",".693","77","1.8","91","16.4 %","728"
"2003","Mark Ellis","Athletics","154","553","622","137","78","52","9","48","94","4",".248",".313",".371",".684","80","1.6","94","24.3 %","1443"
"1996","Johnny Damon","Royals","145","517","566","140","61","50","6","31","64","3",".271",".313",".368",".680","69","-0.8","89","17.8 %","185"
"1995","Roberto Kelly","- - -","136","504","540","140","58","57","7","22","79","6",".278",".312",".373",".685","82","-0.9","92","20.0 %","1006815"
"2016","Joe Panik","Giants","127","464","526","111","67","62","10","50","47","5",".239",".315",".379",".695","86","1.8","96","20.3 %","11936"
"2000","Cristian Guzman","Twins","156","631","690","156","89","54","8","46","101","1",".247",".299",".388",".687","69","-0.1","86","22.5 %","728"
"2012","Ichiro Suzuki","- - -","162","629","663","178","77","55","9","22","61","5",".283",".307",".390",".696","90","2.2","96","13.9 %","1101"
"2004","Scott Podsednik","Brewers","154","640","713","156","85","39","12","58","105","2",".244",".313",".364",".677","76","1.9","92","24.5 %","1095"
"2010","Yadier Molina","Cardinals","136","465","521","122","34","62","6","42","51","6",".262",".329",".342",".671","84","5.1","99","19.0 %","7007"
"2018","Nick Ahmed","Diamondbacks","153","516","564","121","61","70","16","40","109","2",".234",".290",".411",".700","84","1.7","89","29.3 %","12147"
"2006","Pedro Feliz","Giants","160","603","644","147","75","98","22","33","112","4",".244",".281",".428",".709","75","1.5","82","25.9 %","1112"
"1995","Joe Girardi","Rockies","125","462","506","121","63","55","8","29","76","0",".262",".308",".359",".667","54","-0.7","90","22.3 %","280"
"2012","Ben Revere","Twins","124","511","553","150","70","32","0","29","54","0",".294",".333",".342",".675","86","2.1","104","15.0 %","4712"
"2012","Jamey Carroll","Twins","138","470","537","126","65","40","1","52","65","0",".268",".343",".317",".660","86","1.6","107","22.0 %","1591"
"1998","Miguel Cairo","Devil Rays","150","515","558","138","49","46","5","24","44","0",".268",".307",".367",".674","74","2.4","90","13.1 %","1412"
"2000","Doug Glanville","Phillies","154","637","689","175","89","52","8","31","76","1",".275",".307",".374",".681","70","0.2","88","16.7 %","956"
"2012","Kelly Johnson","Blue Jays","142","507","581","114","61","55","16","62","159","4",".225",".313",".365",".678","84","0.7","98","40.8 %","2234"
"2005","Jose Reyes","Mets","161","696","733","190","99","58","7","27","78","0",".273",".300",".386",".687","80","1.7","89","15.3 %","1736"
"2014","Jordy Mercer","Pirates","149","506","555","129","56","55","12","35","89","12",".255",".305",".387",".693","91","2.0","95","24.5 %","6547"
"2016","Yonder Alonso","Athletics","156","482","532","122","52","56","7","45","74","1",".253",".316",".367",".683","87","-0.2","98","23.7 %","2530"
"2013","Erick Aybar","Angels","138","550","589","149","68","54","6","23","59","1",".271",".301",".382",".683","91","1.2","94","14.9 %","4082"
"2000","Chris Singleton","White Sox","147","511","566","130","83","62","11","35","85","2",".254",".301",".382",".683","69","0.4","86","23.1 %","170"
"2014","Yunel Escobar","Rays","137","476","529","123","33","39","7","43","60","3",".258",".324",".340",".664","93","0.4","102","20.8 %","4191"
"2005","Royce Clayton","Diamondbacks","143","522","573","141","59","44","2","38","105","0",".270",".320",".351",".670","73","0.1","94","25.3 %","226"
"2002","Terrence Long","Athletics","162","587","640","141","71","67","16","48","96","6",".240",".298",".390",".689","81","0.6","90","25.0 %","927"
"2014","Gerardo Parra","- - -","150","529","574","138","64","40","9","32","100","5",".261",".308",".369",".677","84","0.7","96","24.6 %","8553"
"1998","Mark Grudzielanek","- - -","156","589","641","160","62","62","10","26","73","2",".272",".311",".362",".673","78","-0.8","92","17.0 %","653"
"2016","Marwin Gonzalez","Astros","141","484","518","123","55","51","13","22","118","1",".254",".293",".401",".694","89","0.4","91","29.5 %","5497"
"2000","Pat Meares","Pirates","132","462","514","111","55","47","13","36","91","6",".240",".305",".381",".685","69","-0.2","87","27.2 %","1008712"
"2010","Elvis Andrus","Rangers","148","588","674","156","88","35","0","64","96","0",".265",".342",".301",".643","75","2.2","104","23.7 %","8709"
"2013","Paul Konerko","White Sox","126","467","520","114","41","54","12","45","74","2",".244",".313",".355",".669","84","-1.5","98","25.2 %","242"
"1996","Mickey Morandini","Phillies","140","539","606","135","64","32","3","49","87","0",".250",".321",".334",".655","75","0.2","95","22.9 %","1009151"
"2011","Ryan Ludwick","- - -","139","490","558","116","56","75","13","51","124","4",".237",".310",".363",".674","92","0.2","95","33.7 %","1260"
"2004","Tike Redman","Pirates","155","546","581","153","65","51","8","23","52","2",".280",".310",".374",".684","75","1.0","91","14.3 %","1003"
"2012","Zack Cozart","Reds","138","561","600","138","72","35","15","31","113","0",".246",".288",".399",".687","83","1.9","88","26.5 %","2616"
"2001","Edgar Renteria","Cardinals","141","493","549","128","54","57","10","39","73","4",".260",".314",".371",".685","78","1.7","93","22.2 %","1178"
"2010","Chone Figgins","Mariners","161","602","702","156","62","35","1","74","114","0",".259",".340",".306",".646","88","1.4","104","26.9 %","1580"
"1997","Chris Gomez","Padres","150","522","589","132","62","54","5","53","114","1",".253",".326",".326",".652","80","-2.3","95","29.2 %","1208"
"2012","Rafael Furcal","Cardinals","121","477","531","126","69","49","5","44","57","1",".264",".325",".346",".671","86","0.7","100","20.0 %","88"
"2009","Randy Winn","Giants","149","538","597","141","65","51","2","47","93","2",".262",".318",".353",".671","79","1.7","94","23.8 %","1235"
"2018","Ian Kinsler","- - -","128","487","534","117","66","48","14","40","64","0",".240",".301",".380",".681","87","2.3","95","22.1 %","6195"
"1998","Ed Sprague","- - -","132","469","510","104","57","58","20","26","90","2",".222",".280",".403",".683","74","-0.2","82","26.7 %","1012356"
"2015","Logan Morrison","Mariners","146","457","511","103","47","54","17","47","81","5",".225",".302",".383",".685","90","0.0","95","28.4 %","9205"
"2016","Leonys Martin","Mariners","143","518","576","128","72","47","15","44","149","0",".247",".306",".378",".684","89","2.4","95","36.1 %","11846"
"2017","Freddy Galvis","Phillies","162","608","663","155","71","61","12","45","111","2",".255",".309",".382",".690","80","1.6","93","25.3 %","6609"
"2002","Marlon Anderson","Phillies","145","539","592","139","64","48","8","42","71","14",".258",".315",".380",".696","79","0.3","93","20.4 %","947"
"2005","Angel Berroa","Royals","159","608","652","164","68","55","11","18","108","3",".270",".305",".375",".680","76","0.4","92","21.0 %","591"
"2003","Cristian Guzman","Twins","143","534","585","143","78","53","3","30","79","0",".268",".311",".365",".676","77","1.3","93","19.2 %","728"
"2000","Scott Brosius","Yankees","135","470","519","108","57","64","16","45","73","1",".230",".299",".374",".673","71","0.1","86","25.8 %","1001477"
"2012","Colby Rasmus","Blue Jays","151","565","625","126","75","75","23","47","149","5",".223",".289",".400",".689","82","1.2","90","35.0 %","9893"
"2016","Melvin Upton Jr.","- - -","149","492","539","117","64","61","20","37","155","1",".238",".291",".402",".693","84","1.3","89","39.3 %","5015"
"2011","Danny Valencia","Twins","154","564","608","139","63","72","15","40","102","2",".246",".294",".383",".677","83","-0.5","91","25.8 %","6364"
"2002","Roger Cedeno","Mets","149","511","562","133","65","41","7","42","92","1",".260",".318",".346",".664","80","-0.3","94","25.1 %","869"
"2010","Kurt Suzuki","Athletics","131","495","544","120","55","71","13","33","49","3",".242",".303",".366",".669","84","1.3","92","17.5 %","8259"
"2012","Michael Young","Rangers","156","611","651","169","79","67","8","33","70","3",".277",".312",".370",".682","79","-1.5","97","17.1 %","1286"
"2018","Yolmer Sanchez","White Sox","155","600","662","145","62","55","8","49","138","0",".242",".306",".372",".678","87","1.7","96","29.5 %","11602"
"2013","Jose Altuve","Astros","152","626","672","177","64","52","5","32","85","5",".283",".316",".363",".678","84","0.5","98","18.2 %","5417"
"2010","Alberto Callaspo","- - -","146","562","601","149","61","56","10","31","42","3",".265",".302",".374",".675","82","0.9","92","13.8 %","3336"
